GeneID	GeneSymbol	logFC	logCPM	LR	PValue	FDR
3162	HMOX1	1.22459363021579	2.32366137368995	14.5281974768824	0.000138077292363088	0.0284706109979275
3383	ICAM1	1.21456988611061	2.75669653315713	15.5318917173067	8.11249991073828e-05	0.0190898389690586
3554	IL1R1	1.09888863492058	3.17402751827854	15.5399159868144	8.07813865827915e-05	0.0190898389690586
358	AQP1	1.00733650281506	6.7676909331068	23.2968691038613	1.38825805541202e-06	0.00159617639648026
3597	IL13RA1	1.01719875466202	5.06207106455887	15.5805911139955	7.90620018621997e-05	0.0190898389690586
4069	LYZ	1.46962761501998	1.32209127885375	14.5120980361121	0.000139262315052591	0.0284706109979275
4481	MSR1	1.08936626765107	2.94534566769427	13.726158971106	0.000211488224813876	0.0376323154320596
4615	MYD88	1.00681465031012	1.73168286021918	13.1510682313701	0.00028735537262843	0.0451325529013252
4688	NCF2	1.10445402927064	2.23809009858957	13.8813016565639	0.000194726158442821	0.0354947791493274
4973	OLR1	1.23043592758931	3.53906919884563	14.2510306607965	0.000159973178908461	0.0302673304448704
4982	TNFRSF11B	1.38695912006489	2.04864777073531	16.4855125683846	4.90232378901539e-05	0.0155904326966836
51338	MS4A4A	1.66261920749058	1.28632174565735	16.112721034019	5.96817983590749e-05	0.0168443304002124
5265	SERPINA1	1.64775117469114	2.6917033265476	17.596232483637	2.73128914284518e-05	0.0102061447045267
54209	TREM2	1.32391887872066	2.71405553886334	16.6656683573682	4.45805461217786e-05	0.0153787810656673
54502	RBM47	1.19507843304039	1.44045739432578	14.6470747280786	0.000129635687439116	0.0276809231450352
55	ACPP	1.5753759637964	0.266808005121491	16.5299158500073	4.78885219224488e-05	0.0155606464603227
55026	FAM70A	1.07687907872116	2.94248794788734	18.5882428356289	1.62217935942346e-05	0.00771174785023015
55240	STEAP3	1.00052230522645	2.43263506725219	14.7444035161569	0.000123112411627841	0.0266690031391499
5724	PTAFR	1.43438787825542	1.00432516067889	22.5702179220789	2.02601085696246e-06	0.00189267401743862
58475	MS4A7	1.61256117469199	2.63925204669316	23.3336505218328	1.3619625972274e-06	0.00159617639648026
5920	RARRES3	1.1330831705502	3.33478559630095	28.7632906051651	8.17867234663426e-08	0.000343406633963383
6282	S100A11	1.19301528696787	2.18198609931857	13.506410580003	0.000237749864409035	0.0403823548104756
6347	CCL2	2.42095755506742	1.63072502551266	23.1043533225769	1.53442898696385e-06	0.00163822214772491
64231	MS4A6A	1.40730789658879	2.70668679439143	16.0009471936548	6.33108008530747e-05	0.0168983310776948
644139	hCG_1776018	1.43404214581866	2.1034025339757	15.3609890462636	8.88029210289057e-05	0.0201111706154402
7098	TLR3	1.03288351513532	1.68211066289613	27.8941711409093	1.28135191800983e-07	0.000343406633963383
713	C1QB	1.43912075028925	4.78207082631023	18.5546653835313	1.65100643077116e-05	0.00771174785023015
7132	TNFRSF1A	1.0215129483103	4.5377227100381	13.4093660610387	0.000250371014757158	0.0420482646918566
718	C3	1.04053312973445	7.85917261263037	13.6645484055922	0.000218541491771968	0.0384298785590071
720	C4A	1.5159438752191	7.58666134878793	20.3345670055891	6.50153531131347e-06	0.0040491020124251
721	C4B	1.55112960671794	3.05736932554793	22.9439130105731	1.66797537440159e-06	0.00166208186141203
730	C7	1.37776426789248	2.9625395197844	12.9556463318522	0.000318958053566338	0.0481562224914754
7412	VCAM1	1.46722372857138	2.58106083338946	17.7595402980919	2.50657362832322e-05	0.00985940947961769
80832	APOL4	2.60354753762322	0.92671658670111	13.1347267029458	0.000289872554929231	0.0451325529013252
85477	SCIN	1.82830584452048	3.90540409439747	19.6062292593433	9.51584407675291e-06	0.00507976147911521
929	CD14	1.58508974781613	3.42978881352993	27.7527834777177	1.37849722605225e-07	0.000343406633963383
960	CD44	2.02474474167825	5.76036817026222	32.4588119269592	1.21745656757278e-08	9.09866165775518e-05
972	CD74	1.09847199317696	6.82008132265763	14.2069544777387	0.000163764151493995	0.0305972846547593
